id,area,feature,user_story,expected,source_refs,status,test_method,test_result,errors_found,fix_applied,retest_result
JD-08,Job Detail,Path truncation,"As a user with long paths, I want readable summary so that layout holds",Paths >40 chars render as ellipsis + last 40 chars,job_detail.py:372-376,Verified,code audit + pytest suite,PASS,,,PASS
JD-09,Job Detail,State formatting,"As a user, I want scannable state so that status is obvious",format_state symbol+color; Failed appends ' - {error_code}' when classified,"formatting.py:67-73,job_detail.py:213-215",Verified,code audit + pytest suite,PASS,,,PASS
JD-10,Job Detail,Started timestamp,"As a user, I want a readable start time so that I know when it began",Started shows local 'YYYY-MM-DD HH:MM' or '--',"formatting.py:48-54,job_detail.py:226-228",Verified,code audit + pytest suite,PASS,,,PASS
JD-11,Job Detail,Elapsed time,"As a user, I want elapsed duration so that I judge runtime",Running live elapsed; finished uses finished-started; invalid '--'; formats Ns/Nm Ns/Nh Nm,"formatting.py:17-36,job_detail.py:229",Verified,code audit + pytest suite,PASS,,,PASS
JD-12,Job Detail,CSV path,"As a user, I want CSV location when relevant so that I find exports",Csv/Table+Csv with csv_path shows truncated path; else dim 'n/a (table-only)',job_detail.py:230-235,Verified,code audit + pytest suite,PASS,,,PASS
JD-13,Job Detail,Running stream indicator,"As a user watching running job, I want to know logs are live so that I trust the tail","Running shows green 'Streaming logs... (auto-scroll)' when follow on, yellow '[PAUSED]' when off",job_detail.py:252-258,Verified,code audit + pytest suite,PASS,,,PASS
JD-14,Job Detail,Finished stream indicator,"As a user viewing finished job, I want terminal status so that complete vs streaming is clear",Non-running shows Complete/Failed(red)/Cancelled(dim) in log header,job_detail.py:218-224,Verified,code audit + pytest suite,PASS,,,PASS
JD-15,Job Detail,Log tail incremental read,"As a user, I want new lines appended so that large logs stay responsive",Each refresh reads run.log from _tail_offset; only new bytes appended,"job_detail.py:148-161,279-292",Verified,code audit + pytest suite,PASS,,,PASS
JD-16,Job Detail,No log yet,"As a user on fresh job, I want empty panel without errors so that I wait for output",Missing/empty log writes nothing; offset unchanged,"job_detail.py:148-161,279-281",Verified,code audit + pytest suite,PASS,,,PASS
JD-17,Job Detail,Log rotation reset,"As a user when log shrinks, I want tailing to recover so that I keep seeing output","If size < stored offset, offset resets to 0 before read",job_detail.py:152-154,Verified,tests/test_qa_fixes.py::test_log_rotation_resets_without_duplicates,FAIL,Log rotation/truncation duplicated content into the view (logistical),Shrink resets offset and clears the widget/deque before re-reading,PASS
JD-18,Job Detail,Log line styling,"As a user, I want readable log format so that comments/timestamps are distinct",Lines starting -- dimmed; bracketed timestamp prefixes dimmed,"formatting.py:76-83,job_detail.py:378-380",Verified,code audit + pytest suite,PASS,,,PASS
JD-19,Job Detail,UTF-8 log decoding,"As a user with imperfect bytes, I want tail to keep working so that one bad char does not break view","Log opened with encoding utf-8, errors=replace",job_detail.py:156,Verified,code audit + pytest suite,PASS,,,PASS
JD-20,Job Detail,Follow mode default,"As a user, I want auto-scroll by default so that I see latest output",follow_mode starts True; new lines trigger scroll_end when on,"job_detail.py:43,299-300",Verified,code audit + pytest suite,PASS,,,PASS
JD-21,Job Detail,Toggle follow,"As a user, I want to pause/resume auto-scroll so that I read earlier lines",Space or hidden f toggles follow; re-enabling scrolls to bottom; indicator updates,"job_detail.py:305-308,302-303",Verified,code audit + pytest suite,PASS,,,PASS
JD-22,Job Detail,Jump log top,"As a user, I want to jump to oldest lines so that I review from start",g sets follow off and scrolls log to top,job_detail.py:310-312,Verified,code audit + pytest suite,PASS,,,PASS
JD-23,Job Detail,Jump log bottom,"As a user, I want to jump to latest lines so that I resume tailing",G sets follow on and scrolls log to bottom,job_detail.py:314-316,Verified,code audit + pytest suite,PASS,,,PASS
JD-24,Job Detail,In-memory log cap,"As a user on chatty jobs, I want bounded UI so that memory does not grow",Tail deque keeps at most 200 lines; older evicted,"job_detail.py:50,283-287",Verified,tests/test_qa_fixes.py::test_log_view_bounded_and_truncation_hint_truthful,FAIL,RichLog grew unbounded; 200-line cap counted but never applied (logistical),RichLog bounded to LOG_VIEW_LINES matching the in-memory tail,PASS
JD-25,Job Detail,Truncation hint,"As a user when early lines drop, I want to know how much is hidden so that I am not misled","When evicted, dim hint '[... N earlier lines not shown]'; hidden when none",job_detail.py:293-298,Verified,tests/test_qa_fixes.py::test_log_view_bounded_and_truncation_hint_truthful,FAIL,Truncation hint claimed lines hidden while they were still shown (ux),Hint is truthful now that the widget window equals the counted window,PASS
JD-26,Job Detail,Log search toggle,"As a user, I want to search the log so that I find errors quickly",/ toggles hidden search input; open focuses; close clears query and refocuses log,"job_detail.py:318-326,120",Verified,tests/test_qa_fixes.py::test_log_styled_line_highlights_search_query,FAIL,Closing search left stale reverse highlights on visible lines (ux),Closing search rebuilds the log without highlights,PASS
JD-27,Job Detail,Log search highlight,"As a user typing search, I want matches emphasized so that they stand out",Active search wraps newly appended matching lines in reverse markup (case-insensitive),"job_detail.py:288-291,328-330",Verified,tests/test_qa_fixes.py::test_log_styled_line_highlights_search_query,FAIL,"Search highlighted only newly appended lines, not visible ones (ux)",_rebuild_log repaints the window on query change,PASS
JD-28,Job Detail,Log search submit,"As a user, I want Enter to close search so that I return to scrolling",Submitting search input toggles search off,job_detail.py:332-334,Verified,code audit + pytest suite,PASS,,,PASS
JD-29,Job Detail,Failed error classification,"As a user of failed job, I want the failure categorized so that I know what went wrong",First Failed snapshot scans last ~64KB/50 lines for SYNTAX/TABLE_NOT_FOUND/MEMORY/AUTH/QUEUE,"errors.py:43-54,job_detail.py:164-166",Verified,code audit + pytest suite,PASS,,,PASS
JD-30,Job Detail,Error banner classified,"As a user, I want actionable failure context so that I fix and retry",Failed with code: bold red '{code}: {first matching line<=120}' + dim suggestion,"errors.py:63-76,57-60,job_detail.py:266-271",Verified,code audit + pytest suite,PASS,,,PASS
JD-31,Job Detail,Error banner unclassified,"As a user when failure unknown, I want a generic prompt so that I still read logs",Failed without code: 'Job failed. Check log for details.',job_detail.py:272-275,Verified,code audit + pytest suite,PASS,,,PASS
JD-32,Job Detail,Error banner hidden,"As a user on non-failed job, I want no false alarm so that banner does not distract",Banner hidden unless state Failed,"job_detail.py:260-265,122",Verified,code audit + pytest suite,PASS,,,PASS
JD-33,Job Detail,Status line,"As a user, I want a concise footer status so that I see outcome at a glance",Status shows state; Failed adds 'exit {code or ?}'; adds 'finished {ts}' when finished_at set,job_detail.py:245-250,Verified,code audit + pytest suite,PASS,,,PASS
JD-34,Job Detail,Cancel button visibility,"As a user, I want cancel only when applicable so that I am not offered impossible actions",Cancel button and C shown/enabled only for Running or Pending,"job_detail.py:67-68,237-238",Verified,code audit + pytest suite,PASS,,,PASS
JD-35,Job Detail,Clone button visibility,"As a user, I want to reuse finished settings so that relaunch is faster",Clone button and R appear only for Succeeded/Failed/Cancelled,"job_detail.py:69-70,239-240",Verified,code audit + pytest suite,PASS,,,PASS
JD-36,Job Detail,Cancel confirmation,"As a user cancelling running job, I want a safety prompt so that I do not kill accidentally",Running with pid: confirm to cancel id and SIGTERM pgid; labels 'Cancel Job'/'Keep Running',job_detail.py:386-420,Verified,code audit + pytest suite,PASS,,,PASS
JD-37,Job Detail,Cancel success feedback,"As a user who confirmed cancel, I want acknowledgement so that I know request sent","SIGTERM to pgid, warning notify 'Cancellation requested for Job {id}', status updates",job_detail.py:396-398,Verified,code audit + pytest suite,PASS,,,PASS
JD-38,Job Detail,Cancel declined,"As a user who backs out, I want no side effects so that the job keeps running",Confirmation False -> no signal sent and status unchanged,job_detail.py:393-395,Verified,code audit + pytest suite,PASS,,,PASS
JD-39,Job Detail,Cancel pending no-op,"As a user on Pending job, I want predictable behavior so that cancel is not broken",Cancel UI available for Pending but flow acts only when Running with pid; else returns,job_detail.py:391-392,Verified,code audit + pytest suite,PASS,,,PASS
JD-40,Job Detail,Cancel manifest missing,"As a user if manifest disappears, I want a safe no-op so that app does not crash",Manifest load failure in cancel flow returns without UI changes,job_detail.py:387-390,Verified,code audit + pytest suite,PASS,,,PASS
JD-41,Job Detail,Cancel on mount,"As a user routed from Overview cancel, I want the confirm immediately so that I cancel in one step",cancel_on_mount=True runs action_cancel on mount,job_detail.py:124-125,Verified,code audit + pytest suite,PASS,,,PASS
JD-42,Job Detail,Cancel worker exclusivity,"As a user, I want one cancel flow so that duplicate modals do not stack",action_cancel runs _cancel_flow in exclusive worker 'cancel-flow',job_detail.py:382-384,Verified,code audit + pytest suite,PASS,,,PASS
JD-43,Job Detail,Copy job ID,"As a user, I want to copy the job ID so that I share/reference it",Y copies full job_id and notifies 'Job ID copied to clipboard',job_detail.py:336-339,Verified,code audit + pytest suite,PASS,,,PASS
JD-44,Job Detail,Copy ID fallback,"As a user without clipboard, I want the ID shown so that I copy manually","Clipboard failure shows info notify with job ID body, title 'Job ID'",job_detail.py:340-341,Verified,code audit + pytest suite,PASS,,,PASS
JD-45,Job Detail,Clone job,"As a user, I want to clone a finished job so that I rerun same params",R/Clone loads manifest and opens New Job prefill with source/dest/email/subject/dates,"job_detail.py:343-353,356-370",Verified,tests/test_qa_fixes.py::test_clone_prefill_reads_params_email_subject_and_dates,FAIL,Clone read email/subject/dates from wrong manifest keys; lost on re-run (logistical),Clone reads params.to_email/subject and converts params dates back to ISO,PASS
JD-46,Job Detail,Clone failure,"As a user when clone cannot load, I want a clear error so that I know why",Manifest load exception shows error notify 'Cannot clone: {exc}' and does not open New Job,job_detail.py:346-350,Verified,code audit + pytest suite,PASS,,,PASS
JD-47,Job Detail,Navigate back,"As a user, I want to return to previous screen so that I keep supervising","B, Esc, or Back calls app.pop_screen()","job_detail.py:31-33,425-426",Verified,code audit + pytest suite,PASS,,,PASS
HIST-01,History,Scope label,"As a user, I want to know what History contains so that I do not confuse it with recent jobs",Section title 'Job History - finished more than 7 days ago',"history.py:49-51,jobs.py:13,77-84",Verified,code audit + pytest suite,PASS,,,PASS
HIST-02,History,Initial load,"As a user opening History, I want older finished jobs listed so that I audit past work","On mount loads history_jobs() async, populates filter cache, renders table",history.py:76-83,Verified,code audit + pytest suite,PASS,,,PASS
HIST-03,History,Table columns,"As a user, I want key fields so that I scan many jobs",Columns ID/Table-Target/State/Finished At; row cursor enabled,history.py:77-79,Verified,code audit + pytest suite,PASS,,,PASS
HIST-04,History,Search filter,"As a user, I want to filter history so that I find a specific job",Search filters case-insensitively on id/schema.table/finished_at; resets to page 0,"history.py:89-94,101-110",Verified,code audit + pytest suite,PASS,,,PASS
HIST-05,History,Sort cycle,"As a user, I want to reorder history so that I browse by different keys",S cycles date->state->table; wrapping to date toggles asc/desc; indicator shows mode+arrow,"history.py:173-180,161-163",Verified,code audit + pytest suite,PASS,,,PASS
HIST-06,History,Default sort,"As a user, I want recent history first so that newest archived appears first",Initial sort date descending,"history.py:39-40,53",Verified,code audit + pytest suite,PASS,,,PASS
HIST-07,History,Pagination,"As a user with many jobs, I want paging so that the table stays readable","Page size 17; ] next, [ prev; footer 'Showing s-e of total' and 'Page N of M'","history.py:18,192-201,148-159",Verified,code audit + pytest suite,PASS,,,PASS
HIST-08,History,Row display ID,"As a user, I want compact IDs so that columns fit",ID uses short format_job_id (drops first 9 chars when len>20),"formatting.py:39-45,history.py:203-205",Verified,code audit + pytest suite,PASS,,,PASS
HIST-09,History,Row display target,"As a user, I want a recognizable target so that I know which table/file","Target shows table_name else csv_path basename, truncated to 25 chars",history.py:124-131,Verified,code audit + pytest suite,PASS,,,PASS
HIST-10,History,Row display state,"As a user, I want consistent state styling so that outcomes match other screens",State uses format_state without error-code suffix,"formatting.py:67-73,history.py:132",Verified,code audit + pytest suite,PASS,,,PASS
HIST-11,History,Row display finished,"As a user, I want when the job ended so that I correlate incidents",Finished uses local format_timestamp or '--',"formatting.py:48-54,history.py:133",Verified,code audit + pytest suite,PASS,,,PASS
HIST-12,History,Status summary,"As a user, I want a count of visible jobs so that I know filter impact","Status shows '{total} finished job(s)' plus 'matching ""{needle}""' when searching",history.py:153-156,Verified,code audit + pytest suite,PASS,,,PASS
HIST-13,History,Empty state,"As a user with no matches, I want guidance so that I know where else to look",0 rows hides table+pagination; message 'No history found - adjust your search...'; focus to search,"history.py:137-142,63-64",Verified,code audit + pytest suite,PASS,,,PASS
HIST-14,History,Initial empty focus,"As a user with no history, I want to filter immediately so that I search without extra clicks",No jobs on mount focuses search input instead of table,history.py:84-87,Verified,code audit + pytest suite,PASS,,,PASS
HIST-15,History,View logs selection,"As a user, I want to open logs for a row so that I inspect an old job",Enter/View Logs/row select pushes JobDetailScreen(job_id) without cancel_on_mount,"history.py:223-226,207-210",Verified,code audit + pytest suite,PASS,,,PASS
HIST-16,History,View logs no selection,"As a user with no valid row, I want a no-op so that I am not sent to a blank detail",view_logs does nothing when no row key resolved,"history.py:224-226,212-221",Verified,code audit + pytest suite,PASS,,,PASS
HIST-17,History,Keyboard navigation,"As a user, I want vim-style movement so that I select jobs quickly",Hidden j/k move cursor only when table has focus,"history.py:182-185,187-190",Verified,code audit + pytest suite,PASS,,,PASS
HIST-18,History,Navigate back,"As a user, I want to leave History so that I return to the cockpit","B, Esc, or Back pops the screen","history.py:23-24,231-232",Verified,code audit + pytest suite,PASS,,,PASS
HELP-01,Help,Open help,"As a user, I want a shortcut reference so that I learn keys without leaving",Global ? pushes modal HelpScreen,"help.py,app.py:46-47",Verified,code audit + pytest suite,PASS,,,PASS
HELP-02,Help,Quick reference header,"As a user, I want top-level shortcuts so that common nav is fast",Top static 'Quick Reference' with N/V/H/B/Q,help.py:10-12,Verified,tests/test_qa_fixes.py::test_help_quick_reference_lists_cancel_and_filter,FAIL,Quick Reference omitted the C (cancel) and / (filter) shortcuts (ux),Quick Reference lists C and /,PASS
HELP-03,Help,Full shortcut list,"As a user, I want per-screen bindings so that I use advanced features",Body lists Global/Overview/New Job/Preview/Job Detail/History/Browser shortcuts,help.py:14-66,Verified,code audit,FAIL,Help said Tab 'move focus between panels' but sidebar nav is not focusable (ux),Reworded to 'Move focus between controls',PASS
HELP-04,Help,Close help,"As a user, I want to dismiss help quickly so that I return to work",Esc or ? dismisses; footer 'Press Esc or ? to close.',"help.py:71-74,66",Verified,code audit + pytest suite,PASS,,,PASS
HELP-05,Help,Job Detail documented keys match,"As a user on Job Detail, I want help to match behavior so that help is trustworthy","Help lists Space/F follow, g/G, / search, Y copy, R clone, C cancel, B/Esc back",help.py:45-52,Verified,code audit + pytest suite,PASS,,,PASS
HELP-06,Help,History documented keys match,"As a user on History, I want help to match behavior so that help is trustworthy","Help lists S sort, [ ] paging, Enter view logs, B/Esc back",help.py:54-58,Verified,code audit + pytest suite,PASS,,,PASS
BRW-01,Browser,Screen entry layout,"As a user, I want to open the Metadata Browser so that I inspect/manage Impala tables","Split layout: schema/filter inputs (aa_enc/*), table list, detail panel, Back/Describe/Drop bar",browser.py:BrowserScreen.compose,Verified,code audit + pytest suite,PASS,,,PASS
BRW-02,Browser,Auto-load on open,"As a user, I want tables loaded on entry so that I avoid an extra keystroke",auto_load default runs action_show_tables(); first table auto-described when non-empty,browser.py:BrowserScreen.on_mount,Verified,code audit + pytest suite,PASS,,,PASS
BRW-03,Browser,Keyboard navigation,"As a user, I want shortcuts for Browse so that I work efficiently over SSH","B/Esc back, Enter describe, D drop, S load tables, J/K move when list focused",browser.py:BrowserScreen.BINDINGS,Verified,code audit + pytest suite,PASS,,,PASS
BRW-04,Browser,Load tables,"As a user, I want to list tables matching a filter so that I find dispatch tables",S runs SHOW TABLES IN schema LIKE filter; loading text then rows; failure shows error + toast,browser.py:BrowserScreen.action_show_tables,Verified,code audit + pytest suite,PASS,,,PASS
BRW-05,Browser,Empty table list,"As a user, I want clear feedback when none match so that I know the filter is empty",Zero tables: row '(no tables)'; detail resets placeholder; Describe/Drop disabled,browser.py:BrowserScreen.action_show_tables,Verified,tests/test_qa_fixes.py::test_browser_placeholder_not_actionable,FAIL,(no tables) placeholder row still enabled Describe/Drop (logistical),_full_table ignores the placeholder so actions stay disabled,PASS
BRW-06,Browser,Table selection gating,"As a user, I want Describe/Drop only on a real table so that I cannot act on placeholders",Describe/Drop disabled with no/placeholder selection; enabled on a table row; refresh on highlight,browser.py:BrowserScreen._update_action_state,Verified,tests/test_qa_fixes.py::test_browser_placeholder_not_actionable,FAIL,Action gating treated the placeholder as a real selection (logistical),"Describe/Drop gate on a real, non-placeholder selection",PASS
BRW-07,Browser,Describe table,"As a user, I want to view a schema so that I know columns and types",Enter/Describe runs DESCRIBE full_table; loading then Column/Type/Comment grid; meta line,browser.py:BrowserScreen.action_describe,Verified,code audit + pytest suite,PASS,,,PASS
BRW-08,Browser,Fully qualified name,"As a user, I want short names resolved against schema so that DESCRIBE/DROP target right object",Name with '.' used as-is; else qualified as schema.name using trimmed schema,browser.py:BrowserScreen._full_table,Verified,code audit + pytest suite,PASS,,,PASS
BRW-09,Browser,Describe error display,"As a user, I want DESCRIBE failures shown so that I diagnose without leaving Browse","On exception, error text shown in detail body; title still shows attempted name",browser.py:BrowserScreen.action_describe,Verified,code audit + pytest suite,PASS,,,PASS
BRW-10,Browser,Auto-describe after load,"As a user, I want first table auto-described so that I immediately see schema","After load with >=1 table, cursor to row 0 and Describe runs",browser.py:BrowserScreen.action_show_tables,Verified,code audit + pytest suite,PASS,,,PASS
BRW-11,Browser,Drop confirmation,"As a user, I want typed confirmation before DROP so that accidental deletes are prevented",Drop opens danger modal 'DROP TABLE'; must type exact full name; Confirm 'Drop'/cancel 'Keep Table',browser.py:BrowserScreen._confirm_drop,Verified,code audit + pytest suite,PASS,,,PASS
BRW-12,Browser,Drop cancel,"As a user, I want to cancel a DROP safely so that the table is kept",Cancel/N/Esc or wrong text returns False; no Impala call; UI unchanged,browser.py:BrowserScreen._drop_flow,Verified,code audit + pytest suite,PASS,,,PASS
BRW-13,Browser,Drop success,"As a user, I want successful DROP to refresh so that UI matches Impala",Confirmed success: toast 'Dropped {full}'; list reloads (no auto-describe); detail success msg,browser.py:BrowserScreen._drop_flow,Verified,code audit + pytest suite,PASS,,,PASS
BRW-14,Browser,Drop failure,"As a user, I want DROP errors surfaced so that I know it was not removed",On exception: detail error (red); toast 'DROP failed: {msg}'; list not refreshed,browser.py:BrowserScreen._drop_flow,Verified,code audit + pytest suite,PASS,,,PASS
BRW-15,Browser,Initial placeholder,"As a user, I want guidance before selecting so that I know how to use the screen",Before selection: title 'No table selected'; body 'Select a table and press Enter...',browser.py:BrowserScreen._show_detail_placeholder,Verified,code audit + pytest suite,PASS,,,PASS
BRW-16,Browser,Back navigation,"As a user, I want to leave Browse without side effects so that I return",Back or B/Esc calls app.pop_screen() with no Impala calls,browser.py:BrowserScreen.on_button_pressed,Verified,code audit + pytest suite,PASS,,,PASS
IMP-01,Impala,Shell invocation,"As a user, I want metadata queries via production impala-shell so that results match cluster",Metadata SQL runs impala-shell -k -i ... --ssl --delimited --print_header -q with 30s timeout,impala.py:IMPALA_BASE_ARGV,Verified,code audit + pytest suite,PASS,,,PASS
IMP-02,Impala,Query errors,"As a user, I want shell failures as readable errors so that Browse can show them",Non-zero exit raises RuntimeError from stderr/stdout/'impala-shell exited {rc}',impala.py:query,Verified,code audit + pytest suite,PASS,,,PASS
IMP-03,Impala,SHOW TABLES parsing,"As a user, I want a clean table list so that the UI is not cluttered",show_tables returns non-empty stripped lines; lines starting 'Mock ' excluded,impala.py:show_tables,Verified,code audit + pytest suite,PASS,,,PASS
IMP-04,Impala,DESCRIBE,"As a user, I want pipe-delimited DESCRIBE so that Browser renders a grid",describe_table runs DESCRIBE {full}; returns raw stdout for parsing,impala.py:describe_table,Verified,code audit + pytest suite,PASS,,,PASS
IMP-05,Impala,DROP TABLE idempotent,"As a user, I want idempotent DROP so that dropping a missing table does not hard-fail",drop_table runs DROP TABLE IF EXISTS {full}; returns stdout on success,impala.py:drop_table,Verified,code audit + pytest suite,PASS,,,PASS
IMP-06,Impala,Query timeout,"As a user, I want hung shell calls terminated so that Browse does not freeze",communicate limited to 30s; on timeout process terminated and TimeoutError propagates,impala.py:query,Verified,tests/test_qa_fixes.py::test_impala_query_timeout_has_message,FAIL,impala-shell timeout surfaced as a blank error (str(TimeoutError) is empty) (ux),impala.query translates timeout into an explicit 30s message,PASS
KRB-01,Kerberos,Ticket presence check,"As a user, I want ticket presence detected so that preflight blocks unauthenticated runs","has_ticket runs klist -s (5s); True iff exit 0; missing klist logs warning, returns False",kerberos.py:has_ticket,Verified,code audit + pytest suite,PASS,,,PASS
KRB-02,Kerberos,Ticket TTL read,"As a user, I want remaining lifetime so that UI warns before expiry",ticket_ttl_seconds runs klist (5s); rc!=0/missing returns None; else parses first expiry,kerberos.py:ticket_ttl_seconds,Verified,code audit + pytest suite,PASS,,,PASS
KRB-03,Kerberos,TTL parsing format,"As a user, I want TTL from standard klist timestamps so that it matches corporate tooling","Parser scans >=4 field lines; expiry MM/DD/YYYY HH:MM:SS; returns max(0,int(seconds))",kerberos.py:parse_ttl_seconds,Verified,code audit + pytest suite,PASS,,,PASS
KRB-04,Kerberos,Expired ticket TTL,"As a user, I want expired tickets as zero so that sub-threshold checks fire",Past expiry clamps TTL to 0 (not negative),kerberos.py:parse_ttl_seconds,Verified,code audit + pytest suite,PASS,,,PASS
KRB-05,Kerberos,Missing client graceful,"As a user, I want graceful behavior when klist absent so that the TUI does not crash","FileNotFoundError/OSError -> has_ticket False, ttl None, warning logged",kerberos.py:ticket_ttl_seconds,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-01,Jobs,Manifest listing,"As a user, I want jobs listed from disk so that supervision survives restarts",list_manifests reads jobs_dir/*/manifest.json newest-first; missing dir []; corrupt skipped,jobs.py:list_manifests,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-02,Jobs,Running job count,"As a user, I want Running jobs identified so that the cap can be enforced",running_jobs filters manifests where state == Running,jobs.py:running_jobs,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-03,Jobs,Running cap,"As a user, I want at most two Running so that cluster load is bounded",can_launch True only when len(running_jobs()) < RUNNING_CAP (2),jobs.py:can_launch,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-04,Jobs,Active jobs window,"As a user, I want recent finished jobs on dashboard so that I monitor outcomes","active_jobs includes Running, no finished_at, or finished within 7 days",jobs.py:active_jobs,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-05,Jobs,History split,"As a user, I want >7-day jobs separated so that dashboard stays focused",history_jobs includes only finished_at set and finished >7 days ago,jobs.py:history_jobs,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-06,Jobs,Manifest cache,"As a user, I want fast repeated refreshes so that polling does not re-read unchanged files",Manifests cached by mtime; stale entries for deleted dirs purged on listing,jobs.py:_load_manifest_cached,Verified,code audit + pytest suite,PASS,,,PASS
JOBS-07,Jobs,Timestamp parsing,"As a user, I want consistent UTC times so that the 7-day split is correct",parse_time parses %Y-%m-%dT%H:%M:%SZ to UTC; None input returns None,jobs.py:parse_time,Verified,code audit + pytest suite,PASS,,,PASS
MAN-01,Manifest,Job creation,"As a user, I want a job written at launch so that the detached runner picks it up","create_job makes jobs_dir/{id}/ with job.sql, writes Pending manifest, returns dir+manifest",manifest.py:create_job,Verified,code audit + pytest suite,PASS,,,PASS
MAN-02,Manifest,Job ID,"As a user, I want unique IDs so that manifests never collide",ID format {UTC timestamp}_{6-char base32 token},manifest.py:new_job_id,Verified,code audit + pytest suite,PASS,,,PASS
MAN-03,Manifest,Legal source/destination,"As a user, I want illegal combinations rejected so that unsupported pipelines never start","Only LEGAL_CELLS validate (SqlFile->all, SqlTemplate->Table, ExistingTable->Csv); else ValueError",manifest.py:LEGAL_CELLS,Verified,code audit + pytest suite,PASS,,,PASS
MAN-04,Manifest,Atomic manifest write,"As a user, I want crash-safe updates so that supervision never reads half-written JSON","write validates, writes .tmp, then atomically replaces manifest.json",manifest.py:write,Verified,code audit + pytest suite,PASS,,,PASS
MAN-05,Manifest,SqlFile table materialization,"As a user, I want SELECT-to-table jobs to create tables so that Impala materializes output",SqlFile->Table/Table+Csv wraps non-DDL SQL with table DDL; self-contained DDL verbatim,manifest.py:_effective_job_sql,Verified,code audit + pytest suite,PASS,,,PASS
MAN-06,Manifest,Table+Csv decomposition,"As a user, I want table-then-CSV split into two steps so that each step uses right script",build_orchestrator_calls appends Query_Impala_Parametrized.py then download_to_csv.py,manifest.py:build_orchestrator_calls,Verified,code audit + pytest suite,PASS,,,PASS
MAN-07,Manifest,CSV output path,"As a user, I want CSV in launch CWD by default so that outputs are easy to find",Default csv_path is launch_cwd/{table_name or dispatch_export}.csv,manifest.py:build_orchestrator_calls,Verified,code audit + pytest suite,PASS,,,PASS
MAN-08,Manifest,Orchestrator argv resolution,"As a user, I want scr scripts invoked correctly so that jobs run without manual paths",Scripts from DISPATCH_SCR_DIR or /ads_storage/dispatch/scr; exec+shebang or python3.x fallback,manifest.py:script_argv,Verified,code audit + pytest suite,PASS,,,PASS
MAN-09,Manifest,State field,"As a user, I want state stored in manifest so that the TUI reflects runner progress",States Pending/Running/Succeeded/Failed/Cancelled; Pending at create; runner transitions,manifest.py:JobState,Verified,code audit + pytest suite,PASS,,,PASS
RUN-01,Runner,Detached start,"As a user, I want jobs to survive SSH disconnect so that long Impala work continues",TUI spawns nohup setsid python -m dispatch.runner --job-dir <dir> with detached stdio,process.py:launch_runner,Verified,code audit + pytest suite,PASS,,,PASS
RUN-02,Runner,Pending-only execution,"As a user, I want a job not double-started so that only one runner owns a job",run() proceeds only if manifest Pending; else exits code 4 without manifest update,runner.py:run,Verified,code audit + pytest suite,PASS,,,PASS
RUN-03,Runner,Running transition,"As a user, I want Running recorded at start so that dashboard shows in-flight work","On start writes run.pid, sets Running, started_at UTC, pid; opens run.log",runner.py:run,Verified,code audit + pytest suite,PASS,,,PASS
RUN-04,Runner,Sequential orchestrators,"As a user, I want multi-step jobs in order so that Table+Csv completes table first",Runner iterates orchestrator_calls sequentially; stops on first non-zero exit,runner.py:run,Verified,code audit + pytest suite,PASS,,,PASS
RUN-05,Runner,Success terminal state,"As a user, I want successful jobs Succeeded so that I download results confidently","All calls exit 0 -> Succeeded, exit_code 0, finished_at set",runner.py:_set_terminal_state,Verified,code audit + pytest suite,PASS,,,PASS
RUN-06,Runner,Failure terminal state,"As a user, I want failed exits recorded so that I inspect logs","Non-zero exit -> Failed, exit_code rc, finished_at; unhandled exception Failed exit -1",runner.py:run,Verified,code audit + pytest suite,PASS,,,PASS
RUN-07,Runner,Cancel on SIGTERM,"As a user, I want cancellation to stop orchestrator and mark Cancelled so that partial work is visible","SIGTERM handler sets Cancelled, SIGTERM to child, up to 10s then SIGKILL",runner.py:_handle_sigterm,Verified,code audit + pytest suite,PASS,,,PASS
RUN-08,Runner,Corrupt manifest at start,"As a user, I want unreadable manifests to fail fast so that I know it did not run",Load/validate failure writes manifest.error.json; runner returns exit code 3,runner.py:run,Verified,code audit + pytest suite,PASS,,,PASS
PROC-01,Process,Subprocess gateway,"As a user, I want commands behind one API so that timeouts/encoding are consistent","run_exec captures stdout/stderr utf-8 replace, returns (rc,out,err); optional timeout terminates",process.py:run_exec,Verified,code audit + pytest suite,PASS,,,PASS
PROC-02,Process,Interactive kinit,"As a user, I want interactive Kerberos renewal so that tickets refresh from the TUI","run_interactive runs foreground subprocess to completion, returns exit code",process.py:run_interactive,Verified,code audit + pytest suite,PASS,,,PASS
PROC-03,Process,Cancel process group,"As a user, I want cancel to signal the whole group so that child orchestrators stop",cancel_process_group(pid) sends SIGTERM via killpg,process.py:cancel_process_group,Verified,code audit + pytest suite,PASS,,,PASS
CFG-01,Config,Data root resolution,"As a user, I want per-user job storage so that jobs are isolated on the edge node",data_root uses DISPATCH_DATA_ROOT else /ads_storage/{USER}; current_user from $USER/getpass,config.py:data_root,Verified,code audit + pytest suite,PASS,,,PASS
